RowIndex,Col_01,Col_02,Col_03,Col_04,Col_05,Col_06,Col_07,Col_08,Col_09,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Col_33,Col_34,Col_35,Col_36,Col_37,Col_38,Col_39,Col_40,Col_41,Col_42,Col_43,Col_44,Col_45,Col_46,Col_47,Col_48
335,1.76655189873418,0,0,1.87928911392405,7.58258430379747,5.13356962025316,2.47216607594937,0,0,0,0,0,7.00077974683544,6.97964151898734,4.22764556962025,0.558653164556962,0,0,6.90112810126582,6.38575797468354,3.87030886075949,4.29408,4.26186936708861,4.36152101265823,4.41788962025316,3.60155139240506,4.01525670886076,0.53650835443038,1.45350481012658,7.60573569620253,3.48982075949367,3.95888810126582,4.40681721518987,3.5784,4.19442835443038,3.82501265822785,4.01525670886076,3.14254987341772,3.71328202531646,3.46666936708861,3.06504303797468,3.42237974683544,3.20999088607595,3.00867443037975,0,6.66558784810127,3.32172151898734,3.04189164556962
336,1.53625670886076,0,0,1.86228227848101,7.25634,3.57719696202532,2.25391670886076,0,0,0,0,0,7.14430025316456,5.49600379746835,3.46515721518987,0.358325316455696,0,0,7.0433635443038,5.04683544303797,3.54388784810127,3.56710329113924,3.34201443037975,3.83559493670886,3.33091139240506,3.06141037974684,3.03920430379747,4.29586632911392,2.78080632911392,3.44295113924051,3.5216817721519,3.35412683544304,3.1623470886076,3.10683189873418,2.96047367088608,3.28649924050633,2.96047367088608,3.68923670886076,2.89385544303797,3.3087053164557,3.35311746835443,3.11793493670886,3.43184810126582,3.12903797468354,3.3087053164557,3.21887164556962,3.2299746835443,3.44295113924051
337,1.28835341772152,0,0,1.81458227848101,7.78455797468354,3.41645518987342,2.21782278481013,0,0,0,0,0,7.0788870886076,5.92561924050633,3.29245873417722,0.604860759493671,0,0,6.92263139240506,5.62318886075949,3.57271088607595,4.83888607594937,3.85296303797468,3.92050582278481,4.08885873417722,3.65134278481013,3.94268405063291,4.4467346835443,0.201620253164557,0,0,0,6.85508860759494,6.03751848101266,3.11402481012658,4.50318835443038,4.02131594936709,4.41245924050633,4.27938987341772,3.5394435443038,4.01022683544304,3.41645518987342,3.62916455696203,3.59488911392405,4.02131594936709,5.96997569620253,4.3580217721519,3.84187392405063
338,1.49109620253165,0,0,1.89363164556962,7.69054556962025,4.25941012658228,2.3425746835443,0,0,0,0,0,7.08422025316456,6.40122151898734,3.94565443037975,0.72839746835443,0,0,7.01763544303798,5.67181518987342,3.43012658227848,4.28160506329114,4.22611772151899,2.07421772151899,0,0,1.79274556962025,7.79143164556962,3.65409367088608,3.81147594936709,4.9091164556962,4.14742658227848,3.80037848101266,3.43012658227848,3.82257341772152,2.66742784810127,3.45333037974684,2.80160632911392,4.01324810126582,3.38573670886076,3.0598746835443,3.31814303797468,2.92569620253165,2.88130632911392,3.68738607594937,3.50881772151899,3.63189873417722,2.95898860759494
339,1.43316,0,0,6.83119443037975,4.07674556962025,2.85523367088608,2.90058683544304,0,0,0,0,0,0,0,0,0,0,0,7.18898050632911,6.87553974683544,3.99813341772152,3.82982278481013,3.19185493670886,0,0,4.99388734177215,6.14787341772152,2.79980202531646,1.68008278481013,0,0,0,1.94817037974684,7.88338784810127,4.16644405063291,2.92275949367089,3.82982278481013,3.23620025316456,3.20193341772152,3.39342455696203,3.09107012658228,3.06788962025316,3.04571696202532,2.9902853164557,3.43776987341772,1.42207367088608,0,0
340,0,0,2.0146835443038,7.90259620253164,3.86114101265823,3.59318810126582,2.93237189873418,0,0,0,0,0,0,0,0,0,0,0,7.1853688607595,7.15212658227848,4.42122303797468,3.80573721518987,3.82789873417721,0,4.39906151898734,5.72976,3.55994582278481,5.3046617721519,1.46668962025316,0,0,3.40280050632911,7.78977392405063,4.52195721518987,3.27990481012658,3.79364911392405,3.74932607594937,3.89539063291139,3.3695582278481,3.52569620253165,4.86848278481013,3.35747012658228,3.52569620253165,4.58944911392405,3.77148759493671,3.57102658227848,3.30105898734177,4.52195721518987
341,0.213243544303797,0,0,0,7.22097215189873,6.42257215189874,2.26887088607595,0,0,0,0,0,7.24320607594937,6.42257215189874,2.62764556962025,0,1.93131949367089,7.84958582278481,3.5260982278481,2.8075382278481,0,0,0,0,4.46901873417722,7.73639493670886,3.5260982278481,4.22242430379747,2.19004151898734,0,0,1.8636070886076,7.80410734177215,5.42406683544304,3.5260982278481,4.17694582278481,3.47051341772152,4.4579017721519,4.43566784810127,3.91822379746835,3.63827848101266,3.91923443037975,3.45838582278481,4.34572151898734,3.39168405063291,3.9525853164557,4.31237063291139,3.8060435443038
342,0.525250886075949,0,0,0,7.03012658227848,5.51161924050633,2.64533620253165,0,0,0,0,0,6.99598025316456,6.16039949367089,2.90143367088608,0,0,0,0,4.34060101265823,6.88450253164557,3.45982658227848,3.72697139240506,3.27001316455696,3.04605341772152,3.28106050632911,0.568435949367089,0,0,0,0,1.84189316455696,7.85566430379747,4.17288227848101,3.06915240506329,3.58235164556962,2.72266759493671,3.09024278481013,3.54920962025316,2.89038632911392,3.48091696202532,2.89038632911392,3.30315518987342,3.29210784810127,3.1354364556962,3.23586683544304,2.8341453164557,3.05810506329114
343,0.100101265822785,3.63667898734177,0.900911392405063,0,7.00708860759494,3.38142075949367,1.80182278481013,0,0,0,0,0,6.96204303797468,5.42849164556962,2.02404759493671,0,0,0,0,4.34839898734177,6.76284151898734,3.17020708860759,3.5586,3.37040962025316,3.32536405063291,2.88091443037975,0.500506329113924,0,0,7.75184202531645,4.43849012658228,1.84586734177215,3.79283696202532,4.02607291139241,2.08010430379747,3.13617265822785,2.0130364556962,3.23727493670886,2.04606987341772,3.60364556962025,2.3473746835443,3.25829620253165,2.92495898734177,3.22626379746835,3.65870126582278,4.20425316455696,3.29233063291139,3.29233063291139
344,3.22852556962025,3.87483189873418,0.545101772151899,0,6.90295240506329,3.56320202531646,1.98100405063291,0,0,0,0,0,6.92599898734177,5.56625063291139,2.92791797468354,0,0,0,0,4.3538,6.26766835443038,3.39586379746835,3.84176506329114,4.31973113924051,3.10627848101266,3.08323189873418,0.356721012658228,0,0,7.04724405063291,4.65440759493671,2.72751291139241,3.41790835443038,3.0170982278481,3.21750329113924,3.32973012658228,2.9720070886076,4.15339493670886,2.43792759493671,4.00810126582279,2.93894025316456,3.78565164556962,2.95096455696203,3.29465924050633,2.67240151898734,3.07321164556962,3.49606632911392,1.62528506329114
345,0,0,0,0,6.98816556962025,4.74737873417721,1.7492982278481,0,1.99504253164557,7.57895493670886,2.9198435443038,0.300911392405063,1.71619797468354,6.40840962025316,2.37419088607595,0,0,0,0,1.76033164556962,7.6561888607595,3.58886987341772,3.65607341772152,0.946867848101266,0,0,0,4.6811782278481,6.83169164556962,3.87874784810127,1.23674582278481,0,0,7.04333265822785,4.13452253164557,2.75333924050633,3.33209215189873,2.83057316455696,3.07631746835443,3.03118075949367,3.27692506329114,3.15355139240506,2.94291341772152,2.94191037974684,2.86367341772152,2.77540607594937,3.34312556962025,1.63896405063291
346,0,0,0,6.9598217721519,4.68865873417722,3.28546886075949,2.86150506329114,0,0,0,0,0,0,0,0,0,0,0,0,1.84920379746835,7.59526632911393,6.1359488607595,3.58615240506329,0,0,0.166378227848101,7.68446911392405,6.05777113924051,3.27444379746835,3.97603873417722,2.77230227848101,0,0,7.01594936708861,4.86706430379747,3.57512734177215,3.91991113924051,3.61922759493671,3.63025265822785,3.71945544303798,1.41421493670886,0,0,0,0,0,0,6.99389924050633
347,6.11058126582278,3.94693974683544,4.2821235443038,3.85762430379747,3.81346835443038,3.90278379746835,3.54652556962025,1.40496202531646,0,0,0,0,0,0,0,0,0,0,6.95757265822785,6.79098430379747,5.53053265822785,4.21488607594937,4.27008101265823,4.38247797468354,3.85762430379747,4.30420151898734,3.99209924050633,4.52698835443038,4.05933670886076,3.8465853164557,2.98855493670886,0,6.8572182278481,4.01417721518987,3.15514329113924,3.44617113924051,3.16618227848101,3.31169620253165,3.32273518987342,3.37893367088608,3.63483746835443,3.46824911392405,3.18926379746835,3.58967797468354,3.85862784810127,3.78035139240506,3.37793012658228,3.47928810126582
