0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,Target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545851392411813,1.0,0.9102638433118839,0.8271449273536495,0.7837007197276477,0.3998024484016983,0.6015561549996583,0.9242207467453099,0.33779997606134443,0.0,0.5564060379733888,0.9066370355826032,0.3316180517662194,0.0,0.577048599261054,0.8569021868602492,0.6877663379141258,0.16748012539491208,0.526860780378487,0.698424920305047,0.4677266788065561,0.3075919004277376,0.5618614657233307,0.706886946471221,0.3001715906601954,0.0,0.5975992030119314,0.7956732568442537,0.5948159994593528,0.2574878261887463,0.21673001891969096,0.0,0.0,0.4690016348048207,0.8964398329966292,0.38649421612272716,0.18972933265004926,0.38072361791955783,0.0,700.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722257435371462,0.4958419572515283,0.46565020787561373,0.4578793221280405,0.4369069810806749,0.45375447519858886,0.46253009564839787,0.46573417964280706,0.14518412835341635,0.0,0.5233074805046319,0.32385360446297273,0.10894186410176565,0.0,0.5271897398538661,0.4081544590286575,0.1383055672561591,0.0,0.0,0.0,0.3763474574803494,0.1389089953475623,0.4102685099580855,0.33184900986054183,0.014832839235252169,0.0,0.0,0.0,0.39497523945180313,0.2873532598588115,0.2869179921123878,0.6532326543739261,0.5213952848595347,0.39918844506715556,0.4857760875419891,0.46390114598193327,0.17021195195689368,0.0,0.0,772.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15547848779852136,0.1290900389464314,0.10188390974759302,0.10779961217654296,0.03717859220477013,0.0,0.0,0.1695733634176353,0.09287556937469349,0.0,0.0,0.0,0.0,0.12390530375101977,0.11656879206548079,0.0527237743187977,0.0,0.11141568514756024,0.09185049838022875,0.021840729690603362,0.0,0.0,0.0,0.0,0.0,0.12694276407631447,0.11542634479861534,0.08818469759827197,0.06700517738947818,0.049381743163183806,0.20386247845397656,0.13857287140513844,0.11987758410920674,0.031365729913551736,0.0,0.0,0.0,0.0,0.0,530.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16396062048122886,0.8726908210343621,0.6462161527983279,0.5438062194931178,0.0,0.17177183491154668,0.8386916442123609,0.582887919054229,0.0,0.16779969901165204,0.7607480476324637,0.6224996113694198,0.45663923526919575,0.005556136792405744,0.0,0.1655752388623023,0.8068577070054223,0.5324936212354285,0.48841961135813877,0.0,0.1279015604142745,0.8100455228992984,0.5950195769424379,0.485009043631473,0.0,0.0,0.0,0.0,0.0,0.0,0.15388751380992452,0.904074941303957,0.5210629936454888,0.36040872355884074,0.6882929971496972,0.6579376624800304,0.6425586242132355,0.0,739.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6706232028713297,0.5355095964420807,0.45341077424720616,0.4562601398022363,0.1758138312828093,0.0,0.0,0.0,0.0,0.0,0.0,0.5703057894370233,0.5195308831689471,0.4073958958569144,0.1404669240596484,0.0,0.0,0.0,0.4801782354941706,0.4602488737696025,0.13162680264033672,0.0,0.0,0.5566774468890688,0.4690551704194729,0.2212666372251241,0.0,0.5183502959387575,0.44032620164660624,0.07887315324714293,0.0,0.0,0.1845436288008232,0.16776170842911153,0.06188931129763653,0.0,0.0,0.0,0.0,673.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467911205556733,0.13149936156016032,0.11838160906738908,0.08384302703142821,0.09122366536895295,0.0,0.0,0.12951899515234344,0.06907149265600204,0.0,0.0,0.0,0.0,0.15445960096860903,0.18368808004569614,0.17805232716638494,0.046844706616113285,0.1281268540970738,0.14325486466885326,0.062425878940755596,0.0,0.0,0.0,0.0,0.0,0.17093877513142272,0.17879716217699437,0.10980698457742565,0.12050963425263671,0.06897618411688997,0.039932127271818704,0.09514728498350106,0.07239862999706488,0.07479873111493612,0.0,0.0,0.0,0.0,0.0,538.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1895798356868304,0.14219624201013817,0.09745158690979919,0.1484915872777861,0.11838051176523062,0.025944074024353184,0.0,0.0,0.0,0.0,0.0,0.14941003250788829,0.10737775807879985,0.02677898294406076,0.0,0.0,0.12148989305526123,0.08670984154149777,0.029614622375340006,0.0,0.0,0.0,0.18713280053959008,0.2794118020800379,0.33283111531305504,0.1520357597779013,0.001449405026262476,0.0,0.18146083028242732,0.12862904513322776,0.015718596583847406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43902108357338054,0.35078121501679493,0.23235457576712998,0.3116871028730193,0.6825693418442426,0.5529678805228626,0.22773653942631167,0.0,0.0,0.5691211801885022,0.47837675089082726,0.4518118144008375,0.18508809100861154,0.0,0.5322400278328145,0.4560869377752754,0.490173662299705,0.17080461366083233,0.0,0.5385039051360196,0.3705134995449173,0.4512336658774474,0.1746551169183302,0.0,0.5159759683986082,0.44524453816914866,0.1835149627601445,0.0,0.0,0.0,0.0,0.0,0.6046541921877646,0.45526434561507106,0.45793368758951764,0.22976999633206405,0.0,0.0,0.0,689.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5359301187606855,0.8036678836946678,0.6668955258038688,0.638121905500613,0.3330191327825852,0.0,0.0,0.514131742140595,0.809856437748797,0.36932621277304184,0.0,0.4959785317539033,0.6597131053624947,0.6260459134631349,0.2842953573500255,0.0,0.0,0.42400171827344413,0.5360501488070049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20867296699592083,0.15322050636353488,0.08372882611323797,0.15038503167282602,0.11603796123621012,0.05924617025402356,0.0,0.0,0.0,0.005698787938096784,0.0,0.25277508409030425,0.18138214627794574,0.05167745691552067,0.0,0.0,0.13796528414746542,0.112200065886339,0.0338731441296767,0.0,0.0,0.0,0.17471070782563025,0.12186507660398363,0.08188370906554264,0.033941436001406394,0.0,0.0,0.1492992501963514,0.0982320927128777,0.028002073918803008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.813608685407393,0.9211187081777946,0.9185164339732381,0.9374609323406828,0.20529705150162778,0.0,0.0,0.0,0.18019235396179115,0.9336920770300238,0.8988204156828986,0.6863997402800077,0.6971813030311914,0.6498508024338032,0.13042688956234066,0.010191159908099589,0.7255267529467514,0.717915766936964,0.0811069658447462,0.8288294676246913,0.6759975043847353,0.6922302616597998,0.11841639956094308,0.14752612880113986,0.0013813061263249226,0.0,0.7902403630122332,0.6401668277136543,0.7182040611016571,0.09630378346685801,0.8803064448492787,0.6292434544813149,0.19647682747398165,0.0,0.0,0.0,0.0,397.0
0.05392544506938664,0.09526855699383945,0.07724443590366226,0.08450129294434851,0.11533524177026197,0.10668253438199957,0.08042143302313803,0.05634694729581678,0.06668674381768715,0.06407893640565432,0.05837270487546999,0.05615321910133702,0.08688848153766447,0.6159750598768412,0.3740835355299433,0.3413079779225936,0.35499388763147743,0.2626454469319535,0.19144425179276842,0.09120555215407349,0.06255437719990355,0.07909572673706841,0.057363309902863584,0.059754144290880586,0.6251916350644544,0.370718767054156,0.06275652722341732,0.05470129461506598,0.07904062502213964,0.056986469338964084,0.061267977513975704,0.06612982109701518,0.05564279307284149,0.5952460203853931,0.4785677408518274,0.42722917592334747,0.3882067327236171,0.3835327724012895,0.2768731562924931,0.43952054687172804,0.5849091756028685,0.3900891550128029,0.4057563000885666,0.12454750841870166,0.0680140643857749,0.06344649075114432,0.05905607023720011,0.061089807039830836,788.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06671178287077693,0.3771131270140036,0.5410804511784315,0.14861756787954555,0.20414766059699518,0.0,0.0,0.0,0.0,0.0,0.0,0.057656427756253195,0.4611309270400403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04989090997225671,0.19114763500587117,0.09034467360755935,0.06841497160492434,0.33946391134822035,0.37805087250333375,0.20499363428436293,0.1536232422341448,0.047885791235587935,0.05342883707966397,0.061336532402891414,0.14212505661983668,0.00782342787618747,0.0,0.0,0.0,0.0,0.0,877.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466493801495304,0.6939218173474202,0.5667965797594987,0.4984825047802867,0.26672600748357717,0.0,0.22612335929439295,0.24003699354362393,0.12234238903956088,0.08427967805872083,0.0,0.18659388216488781,0.15264830956318756,0.05847946191698336,0.0,0.11963067072406801,0.11327372250340745,0.07725030326326941,0.034663816406265806,0.0,0.0,0.0,0.12894325317190894,0.5609081207514781,0.5848631620820419,0.21588545184095884,0.0,0.0,0.5280965937006863,0.4909949378665872,0.16221260161273107,0.45036163373979016,0.6147541173329752,0.5415231690785759,0.16682892616698033,0.0,0.0,0.1011984097471091,0.0,0.0,660.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050801680876885545,0.9476660597105275,0.7799941902510112,0.723275370047181,0.7167390774822283,0.09473687278376312,0.0,0.0,0.0,0.008177219077803723,0.0,0.0,0.8868556068109515,0.8587547654876588,0.020848195938367675,0.0,0.0,0.807490686614448,0.7192105406761538,0.034288293173221976,0.020721057050589853,0.0,0.0,0.0,0.0,0.032517815166490896,0.05931552261248775,0.9638108767299258,0.6641519804181704,0.7147291487829223,0.004673853170593051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
