RowIndex,Col_01,Col_02,Col_03,Col_04,Col_05,Col_06,Col_07,Col_08,Col_09,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Col_33,Col_34,Col_35,Col_36,Col_37,Col_38,Col_39,Col_40,Col_41,Col_42,Col_43,Col_44,Col_45,Col_46,Col_47,Col_48
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2398035443038,5.84321012658228,4.45010025316456,4.57290329113924,4.06457924050633,4.13000708860759,4.17530329113924,3.96492759493671,3.66697924050633,3.69918987341772,3.81092050632911,3.52303797468354,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154433164556962,7.7085364556962,5.47076962025316,4.50783341772152,4.57445164556962,4.10812405063291,4.19795772151899,4.10812405063291,3.85477291139241,3.7871453164557,3.68822734177215,3.81036075949367,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03434835443038,7.46700607594937,5.09897620253165,4.98808506329114,4.7784,4.3358435443038,4.4023782278481,4.3358435443038,3.93865164556962,4.16950683544304,3.982,3.6281564556962,3.76122582278481,1.08370886075949,0,0
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56070759493671,7.69357215189874,5.15830506329114,4.98074556962025,4.41679240506329,4.26142784810127,2.49087721518987,0,2.65633037974684,5.36915696202532,4.37240253164557,4.16255949367089,3.97390253164557,2.94385569620253,3.31007215189873,3.39784303797468
339,3.24023164556962,1.02901291139241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96307341772152,6.92290860759494,5.06443670886076,4.71068202531646,4.54539493670886,4.8215453164557,4.61090506329114,4.47887696202532,4.63307772151899,4.39018632911392,4.2581582278481,4.12411443037975,2.06810430379747,2.58815392405063,4.75502734177215,3.87013670886076,3.77035974683544,0
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84070379746835,6.52153063291139,4.97324632911392,4.32149620253165,2.94043063291139,0,0,0,0,0,0,0,0,0,0,0,0.188372911392405,7.2941617721519,4.6428382278481,4.41014227848101,4.14420405063291,4.04548455696203,2.77421924050633,3.28292683544304,2.37631924050633,0,0
341,0,0,0,0,0,0,0,0,0,0,0,0,2.9934946835443,5.01273924050633,3.80301164556962,3.61503392405063,2.97227139240506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80863392405063,4.85609113924051,3.16125974683544,0,0,0,0,6.39831696202532,4.5902946835443,4.01423392405063,1.45227949367089,0,0
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23428936708861,7.22897873417722,4.89296810126582,4.3416053164557,4.30846329113924,4.07747341772152,3.99913772151899,3.8685782278481,3.71291113924051,3.68077341772152,3.5923946835443,3.66972607594937,3.87862126582278,0.0220946835443038,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16318835443038,6.18425620253165,4.38243341772152,3.93197772151899,3.87692202531646,3.74578936708861,3.63467696202532,4.67973417721519,3.9970435443038,3.9109564556962,3.70074379746835,3.7347782278481,0.329333164556962,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0110435443038,6.83882278481013,4.55220101265823,3.63835392405063,2.86980050632911,0,0,0,0,0,0,0,0,0,0,0,0,5.53017772151899,4.51913417721519,3.80368810126582,5.09028860759494,4.09026734177215,4.25459949367089,3.958,3.84777721518987,2.27660151898734,0,0,5.88188860759494,3.6503782278481,2.06617620253165,0
