RowIndex,Col_01,Col_02,Col_03,Col_04,Col_05,Col_06,Col_07,Col_08,Col_09,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Col_33,Col_34,Col_35,Col_36,Col_37,Col_38,Col_39,Col_40,Col_41,Col_42,Col_43,Col_44,Col_45,Col_46,Col_47,Col_48
335,0,0,0,0,2.79427240506329,6.92427949367088,3.48982075949367,0,0,0,0,6.63841012658228,4.60511392405063,3.10329316455696,0,3.54518278481013,4.74905518987342,4.45110683544304,3.90956556962025,3.93171037974684,3.78877569620253,3.71126886075949,3.64382784810127,3.76663088607595,3.52303797468354,3.8542035443038,3.47975493670886,3.44553113924051,3.77669670886076,3.60054481012658,3.35795848101266,3.72234126582278,3.55625518987342,3.3237346835443,3.56732759493671,3.63376202531646,3.28045164556962,3.32474126582278,2.17522430379747,0,0,0,0,0,0,0,0,0
336,0,0,0,0,2.7909,6.6446635443038,2.93523949367089,0,0,0,0,6.42361215189873,4.3190817721519,2.4588182278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7779,5.63731518987342,0.819606075949367,0,0,2.34778784810127,7.41985746835443,4.99535772151899,4.21915443037975,1.50597569620253,0,0,0,0,0
337,0,0,0,0,2.7652217721519,5.6191564556962,0,0,0,0,0,0,0,5.16551088607595,0,0,0,0,0,0,0,0,0,0,0,0,3.09789518987342,7.08997620253165,5.1322435443038,4.56770683544304,4.34794075949367,4.13623949367089,4.03744556962025,4.85602379746835,5.23204556962025,4.51226126582278,4.20378227848101,4.07071291139241,1.34883949367089,0,0.3982,6.7028653164557,4.34693265822785,2.09080202531646,0,0,0,0
338,0,0,0,0,5.36915696202532,5.71116075949367,1.83814430379747,0,0,0,0.995745569620253,7.33946202531646,4.32801265822785,1.66058481012658,0,0,0,0,0,0,0,0,0,0,0,0,4.31691518987342,6.86327974683544,4.47227974683544,4.53785569620253,4.28362278481013,3.985,1.51732658227848,0,0.309720253164557,7.48272025316456,4.79309746835443,3.97390253164557,4.0959746835443,3.76305063291139,1.18440253164557,0,0,0,0,0,0,0
339,0,0,0,0,5.44137189873418,6.3696,1.93506835443038,0,0,0,1.03909139240506,7.15471367088608,4.29040936708861,1.5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840545316455696,8.54856759493671,5.27507696202532,4.75502734177215,4.11302810126582,0.364841012658228,0,0,0,3.37326759493671,5.45145037974684,0,0,0,0,0
340,0,0,0,0,5.4386382278481,5.52627696202532,1.9895,0,0,0,1.01640784810127,6.94159215189873,4.2993346835443,1.65808455696203,0,0,0,0,0,0,0,0,0,0,0,0,8.36698075949367,1.44755012658228,0,0,0,0,0.784719240506329,8.0688075949367,4.9067617721519,4.30034202531646,4.44237721518987,4.13413063291139,0.80688075949367,0,0,0,0,0,0,0,0,0
341,0,0,0,0,5.48874734177215,6.84198481012658,2.08493569620253,0,0,0,1.08643037974684,7.43017316455696,4.49024202531645,1.38658835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820633924050633,8.42766784810127,4.73481518987342,0,5.51098126582279,5.61103392405063,5.13401518987342,4.71258126582279,4.30327493670886,0.60941164556962,0,0,0,0,0,0
342,0,0,0,0,5.35595215189873,5.74060050632911,1.95035797468354,0,0,0,1.06857924050633,6.94275215189873,4.40788936708861,1.66413139240506,0,0,0,0,0,0,4.95824784810127,5.5758946835443,4.3857946835443,4.02223670886076,4.11061544303797,3.9449053164557,4.8588217721519,4.47417341772152,4.23113189873418,3.91276759493671,3.53715797468354,3.83443189873418,2.49067341772152,0,0,0,0,0,0,0,8.24232126582278,2.55595316455696,0,0,0,0,0,0
343,0,0,0,0,5.34941164556962,6.11718835443038,1.60362227848101,0,0,0,1.06607848101266,6.75483341772152,4.38243341772152,1.74576607594937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8869670886076,5.60166683544304,4.77683240506329,4.50355594936709,4.10815594936709,4.60165518987342,3.7888329113924,0,0,0,0,0,0,0,0,0
344,0,0,0,0,7.35586784810127,5.20051139240506,0.758533164556962,0,0,0,3.11128860759494,6.13439898734177,4.40891139240506,0.572156455696203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93493215189873,7.46609063291139,3.46299949367089,5.02415493670886,4.69448860759494,3.8267346835443,1.19842227848101,0,0,0,0,0,0,0,0,0
345,0,0,0,0,7.49469974683544,6.05233113924051,0.694102278481013,0,0,0,3.1696,5.97610025316456,4.43443088607595,0.462400506329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08336759493671,6.75746683544304,1.0120653164557,2.81753367088608,5.45853265822785,2.56476810126582,0,0,0.451367088607595,7.68126481012658,4.55680151898734,4.23683240506329,3.97303341772152,4.03923392405063,1.51859949367089,0,0,0,0
346,0,0,0,0,6.80747544303798,4.7508,0.517175696202532,0,0,0,3.1120746835443,5.6849235443038,4.11335088607595,0.451025316455696,0,3.35362379746836,5.94952506329114,5.17977518987342,4.34387493670886,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14642607594937,6.41157544303798,4.28874962025317,4.45412556962025,3.67234835443038,2.87052556962025,0,0,0,5.45439949367089,4.13540101265823,1.1877,0,0,0,0
347,0,0,0,0,6.89234227848101,4.6363746835443,0.572020253164557,0,0,0,3.07285265822785,5.81353215189873,4.13962025316456,3.29262886075949,4.06335088607595,4.09646784810127,3.79841518987342,3.22639493670886,0,0,0,0,0,0.24185417721519,7.19039493670886,3.97503898734177,4.81199493670886,4.61329316455696,0.298052658227848,0,0,0,5.80249316455696,4.26104911392405,1.27751189873418,0.143506835443038,7.74033721518987,4.64641012658228,4.31624405063291,2.88518987341772,0,0,0,0,0,0,0,0
348,0,0,0,2.04513367088608,7.00315493670886,3.76060101265823,0,0,0,0,6.14542126582278,4.4419782278481,3.22151139240506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90393316455696,6.75064455696203,1.30864506329114,5.6724653164557,4.82675594936709,4.01311139240506,4.28766632911392,1.43991037974684,0,0,0,0,0,0,0,0
349,0,0,0,2.09819620253165,7.35425316455696,3.69825949367089,0,0,0,0,6.31672784810127,4.64823417721519,3.27962658227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97356962025316,6.76856962025316,1.65541139240506,4.32822151898734,5.39996202531646,5.62034810126582,4.67037341772152,4.19538607594937,4.53854430379747,3.58856962025316,0,0,0,0,0,0
350,0,0,0,2.06550683544304,7.34402430379747,3.7001964556962,0,0,0,0,6.25087594936709,4.70476556962025,3.09322734177215,3.19187240506329,4.30716556962025,1.85513113924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01843443037975,5.17987240506329,4.24073113924051,4.45110683544304,3.74448607594937,4.07464506329114,3.66697924050633,3.96492759493671,3.46868253164557,4.00821063291139,3.00464810126582,0,0,0,0,0,0,0
351,0,0,0,0,0,4.51867746835443,6.18599696202532,0,0,0,0,0.0443007594936709,7.37909696202532,4.58512860759494,2.10932025316456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34062481012658,7.08208050632911,5.45704810126582,6.10947746835443,5.52349924050633,4.72809924050633,4.25287291139241,4.0988270886076,0,0,0,0,0,0
352,0,0,0,0,0,4.21809620253164,7.28580253164557,0,0,0,0,0.0555012658227848,7.84989721518987,5.1818,2.15950379746835,3.37649518987342,5.49159797468354,4.59550481012658,4.13030329113924,4.89319341772152,0.808300253164557,0,1.95969924050633,6.56630430379747,4.42900101265823,4.11819392405063,4.39570025316456,6.15660405063291,2.44710126582278,0,0,0,2.89010227848101,6.56529518987342,4.42900101265823,4.01930075949367,4.27359746835443,3.76500405063291,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,4.29717367088608,6.66122329113924,0,0,0,0,0.110751898734177,7.86539848101266,4.81670075949367,2.26437291139241,0,0,0,0,3.32557746835443,7.31365265822785,6.19707215189873,5.12579924050633,4.67272329113924,6.18700379746835,2.75067443037975,0,0,0,0,0,0,0,0,8.19664734177215,4.91637746835443,4.69487367088608,4.48545189873418,4.38577518987342,3.84409772151899,4.0988270886076,2.66207291139241,0,0,0,0,0,0
354,0,0,0,0,0,4.2757417721519,6.39190582278481,0,0,0,0,0.111058227848101,7.88715341772152,4.76338835443038,4.57559898734177,4.52006987341772,4.03141367088608,4.12126987341772,0.520964050632911,0,0,6.92296607594937,4.68665721518987,0.77538835443038,0,0,0,0,0,3.95468253164557,6.10416405063291,4.6745417721519,5.42771848101266,4.64223392405063,4.29795341772152,3.86583594936709,4.11016405063291,5.30555443037975,4.55338734177215,6.12637569620253,0,0,0,0,0,0,0,0
355,0,0,0,0,0,4.4211729113924,7.26400632911392,0,0,0,0,0.0779551898734177,8.0314093670886,5.28779164556962,2.29917189873418,0,0,0,0,0,4.04354582278481,6.3872635443038,6.13213746835443,5.95395417721519,4.89902810126582,4.76539063291139,4.49912810126582,4.17617088607595,4.0101364556962,4.32094481012658,4.62162911392405,4.76539063291139,4.32094481012658,3.97672708860759,4.22071670886076,4.11036455696202,3.95445417721519,4.15491037974684,3.90990835443038,3.73273746835443,3.83195316455696,3.87751139240506,3.90990835443038,0.35535417721519,0,0,0,0
356,0,0,0,0,0,4.33858101265823,6.45261265822785,0,0,0,0,0.11153164556962,7.98769367088607,4.70562151898734,2.19108987341772,2.50337848101266,6.11903164556962,4.81715316455696,5.72968481012658,1.89096835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43280632911392,6.08557215189873,0,0,0,0,5.17304050632911,6.07441898734177,4.59408987341772,4.30512151898734,4.12768481012658,0.667162025316456,0,0
